NUM_MPM;COD_PAY_ENTR;COD_STE_ENTR;COD_GARE_ENTR;LIB_GARE_ENT;COD_PAY_SOR;COD_STE_SOR;COD_GARE_SOR;LIB_GAR_SOR;HRD_SOR;DATE_SOR
25004902265700003;000;00;000;;250;06;012;ANTIBES P/V;08/02/2015 15:58:00;201502081558
25004902265700003;000;00;000;;250;06;010;FREJUS;26/02/2015 19:44:00;201502261944
25004902265700003;000;00;000;;250;06;010;FREJUS;19/02/2015 19:41:00;201502191941
25004902265700003;000;00;000;;250;06;012;ANTIBES P/V;27/02/2015 15:59:00;201502271559
25004902265700003;250;06;002;LA BARQUE;250;06;007;LE MUY;21/02/2015 14:13:00;201502211413
25004902265700003;000;00;000;;250;06;012;ANTIBES P/V;04/02/2015 08:38:00;201502040838
25004902265700003;250;06;007;LE MUY;250;06;002;LA BARQUE;02/02/2015 08:01:00;201502020801
25004902265700003;250;06;002;LA BARQUE;250;06;007;LE MUY;06/02/2015 22:42:00;201502062242
25004902265700003;000;00;000;;250;06;010;FREJUS;23/02/2015 19:28:00;201502231928
25004902265700003;250;06;007;LE MUY;250;06;002;LA BARQUE;28/02/2015 08:14:00;201502280814
25004902265700003;250;06;007;LE MUY;250;06;002;LA BARQUE;20/02/2015 18:55:00;201502201855
25004902265700003;000;00;000;;250;06;010;FREJUS;13/02/2015 18:24:00;201502131824
25004902265700003;000;00;000;;250;06;010;FREJUS;18/02/2015 21:14:00;201502182114
25004902265700003;000;00;000;;250;06;012;ANTIBES P/V;04/02/2015 22:20:00;201502042220
25004902265700003;250;06;007;LE MUY;250;06;002;LA BARQUE;22/02/2015 22:25:00;201502222225
25004902265700003;000;00;000;;250;06;010;FREJUS;17/02/2015 07:42:00;201502170742
25004902265700003;250;06;036;PONT DE L ETOILE;250;06;009;CAPITOU;03/02/2015 14:16:00;201502031416
25004902265700003;250;06;002;LA BARQUE;250;06;007;LE MUY;27/02/2015 20:47:00;201502272047
25004902265700003;000;00;000;;250;06;010;FREJUS;20/02/2015 07:55:00;201502200755
25004902265700003;000;00;000;;250;06;010;FREJUS;25/02/2015 08:09:00;201502250809
25004902265700003;000;00;000;;250;06;010;FREJUS;04/02/2015 08:17:00;201502040817
25004902265700003;000;00;000;;250;06;010;FREJUS;24/02/2015 20:16:00;201502242016
25004902265700003;250;06;009;CAPITOU;250;06;002;LA BARQUE;27/02/2015 19:45:00;201502271945
25004902265700003;000;00;000;;250;06;010;FREJUS;05/02/2015 08:29:00;201502050829
25004902265700003;250;06;002;LA BARQUE;250;06;009;CAPITOU;23/02/2015 14:16:00;201502231416
25004902265700003;000;00;000;;250;06;010;FREJUS;16/02/2015 20:21:00;201502162021
25004902265700003;250;06;009;CAPITOU;250;06;008;PUGET ECHANGEUR;03/02/2015 19:58:00;201502031958
25004902265700003;000;00;000;;250;06;012;ANTIBES P/V;13/02/2015 16:53:00;201502131653
25004902265700003;000;00;000;;250;06;010;FREJUS;04/02/2015 22:40:00;201502042240
25004902265700003;000;00;000;;250;06;012;ANTIBES P/V;25/02/2015 17:58:00;201502251758
25004902265700003;000;00;000;;250;06;010;FREJUS;27/02/2015 08:01:00;201502270801
25004902265700003;250;06;009;CAPITOU;250;06;007;LE MUY;20/02/2015 17:59:00;201502201759
25004902265700003;250;06;036;PONT DE L ETOILE;250;06;009;CAPITOU;24/02/2015 13:31:00;201502241331
