Pays,Sté,Client,Badge,SO Gare Entrée,Gare dentrée,Voie Entrée,Heure dEntrée,Date entrée,SO Gare Sortie,Gare de Sortie,Voie Sortie,Heure de Sortie,Date
250,4,9035975,2,00,000,00,0,0,06,033,35,142940,20150103
250,4,9035975,2,06,038,12,20150103,141700,06,036,55,142209,20150103
250,4,9035975,2,00,000,00,0,0,06,032,15,164606,20150103
250,4,9035975,2,00,000,00,0,0,06,033,16,174623,20150103
250,4,9035975,2,06,036,17,20150103,175300,06,038,54,175806,20150103
250,4,9039656,1,00,000,00,0,0,06,010,15,122116,20150104
250,4,9039656,1,00,000,00,0,0,06,012,08,124133,20150104
250,4,9039656,1,00,000,00,0,0,06,010,35,160133,20150104
250,4,9039656,1,00,000,00,0,0,06,012,50,154203,20150104
250,4,9039656,1,00,000,00,0,0,06,020,29,153150,20150104
250,4,9039656,1,00,000,00,0,0,06,025,23,151927,20150104
250,4,9039656,1,06,049,02,20150105,65400,06,002,68,75906,20150105
250,4,9035975,2,06,003,12,20150105,104300,06,009,45,113144,20150105
250,4,9035975,2,06,009,13,20150105,181900,06,003,22,185800,20150105
250,4,9035975,2,00,000,00,0,0,06,001,14,81525,20150106
250,4,9035975,2,00,000,00,0,0,06,001,23,200325,20150106
250,4,9035975,2,00,000,00,0,0,06,001,13,82156,20150107
250,4,9040694,1,06,002,08,20150107,120600,06,009,46,125512,20150107
250,4,9040694,1,06,009,18,20150107,174500,06,002,69,183411,20150107
250,4,9035975,2,00,000,00,0,0,06,001,24,194017,20150107
250,4,9035975,2,00,000,00,0,0,06,001,10,82427,20150108
250,4,9040694,1,06,002,07,20150108,84200,06,009,46,93121,20150108
250,4,9040694,1,06,009,18,20150108,175000,06,002,70,183923,20150108
250,4,9035975,2,00,000,00,0,0,06,001,24,195707,20150108
250,4,9039656,1,06,002,06,20150108,190100,06,049,23,195200,20150108
250,4,9035975,2,00,000,00,0,0,06,001,11,80447,20150109
250,4,9039656,1,06,049,02,20150109,74700,06,002,70,83610,20150109
250,4,9035975,2,00,000,00,0,0,06,001,24,200148,20150109
250,4,9039656,1,06,002,08,20150109,200300,06,049,23,205256,20150109
250,4,9039656,1,06,049,01,20150110,165000,06,007,56,165749,20150110
250,4,9039656,1,06,007,13,20150110,194800,06,049,23,195709,20150110
250,4,9035975,2,00,000,00,0,0,06,001,10,82535,20150112
250,4,9039656,1,06,049,01,20150112,74500,06,002,65,84726,20150112
250,4,9035975,2,00,000,00,0,0,06,001,24,200226,20150112
250,4,9035975,2,00,000,00,0,0,06,001,14,81326,20150113
250,4,9040694,1,00,000,00,0,0,06,034,21,81948,20150113
250,4,9040694,1,06,002,04,20150113,75700,06,036,52,81013,20150113
250,4,9040694,1,00,000,00,0,0,06,034,14,141136,20150113
250,4,9040694,1,06,036,14,20150113,142000,06,009,46,151838,20150113
250,4,9035975,2,00,000,00,0,0,06,001,23,195216,20150113
250,4,9035975,2,00,000,00,0,0,06,001,14,82555,20150114
250,4,9040694,1,06,009,18,20150114,171700,06,002,69,180603,20150114
250,4,9039656,1,06,002,10,20150114,185400,06,049,23,194311,20150114
250,4,9035975,2,00,000,00,0,0,06,001,24,205637,20150114
250,4,9035975,2,00,000,00,0,0,06,001,10,81339,20150115
250,4,9035975,2,00,000,00,0,0,06,001,20,194722,20150115
250,4,9035975,2,00,000,00,0,0,06,001,10,83425,20150116
250,4,9040694,1,06,002,12,20150116,82800,06,009,46,91635,20150116
250,4,9035975,2,00,000,00,0,0,06,001,24,195828,20150116
250,4,9040694,1,06,009,17,20150116,193500,06,002,69,202426,20150116
250,4,9039656,1,06,002,12,20150117,600,06,049,23,10436,20150117
250,4,9035975,2,00,000,00,0,0,06,001,10,85242,20150119
250,4,9039656,1,00,000,00,0,0,06,010,14,82359,20150119
250,4,9039656,1,00,000,00,0,0,06,010,35,183351,20150119
250,4,9035975,2,00,000,00,0,0,06,001,24,200523,20150119
250,4,9035975,2,00,000,00,0,0,06,001,10,81945,20150120
250,4,9039656,1,00,000,00,0,0,06,010,14,93042,20150120
250,4,9040694,1,06,002,12,20150120,111200,06,009,46,121554,20150120
250,4,9039656,1,00,000,00,0,0,06,010,35,190923,20150120
250,4,9039656,1,06,049,01,20150121,64800,06,002,68,74721,20150121
250,4,9035975,2,00,000,00,0,0,06,001,10,82807,20150121
250,4,9035975,2,00,000,00,0,0,06,001,13,74840,20150122
250,4,9040694,1,06,009,18,20150122,180100,06,002,69,185024,20150122
250,4,9035975,2,00,000,00,0,0,06,001,23,200045,20150122
250,4,9035975,2,00,000,00,0,0,06,001,13,81019,20150123
250,4,9039656,1,06,002,08,20150123,181500,06,049,23,190357,20150123
250,4,9035975,2,00,000,00,0,0,06,001,23,203718,20150123
250,4,9039656,1,06,049,01,20150125,135200,06,002,57,143458,20150125
250,4,9039656,1,06,002,12,20150125,153800,06,004,51,155104,20150125
250,4,9039656,1,06,005,13,20150125,180000,06,049,23,182637,20150125
250,4,9035975,2,00,000,00,0,0,06,001,10,82925,20150126
250,4,9039656,1,06,049,02,20150126,74800,06,002,69,84826,20150126
250,4,9040694,1,00,000,00,0,0,06,001,10,181634,20150126
250,4,9035975,2,00,000,00,0,0,06,001,23,195524,20150126
250,4,9039656,1,06,002,11,20150126,193300,06,049,23,202121,20150126
250,4,9035975,2,00,000,00,0,0,06,001,13,80933,20150127
250,4,9040694,1,06,002,12,20150127,81400,06,009,46,90308,20150127
250,4,9039656,1,06,049,01,20150127,100500,06,006,51,102418,20150127
250,4,9040694,1,06,009,17,20150127,103000,06,006,51,104734,20150127
250,4,9040694,1,06,006,11,20150127,131500,06,009,45,133232,20150127
250,4,9039656,1,06,006,12,20150127,133900,06,009,45,140005,20150127
250,4,9040694,1,06,009,17,20150127,164200,06,002,71,173034,20150127
250,4,9039656,1,00,000,00,0,0,06,010,24,185104,20150127
250,4,9035975,2,00,000,00,0,0,06,001,23,204437,20150127
250,4,9039656,1,06,049,02,20150128,70100,06,002,70,75612,20150128
250,4,9035975,2,00,000,00,0,0,06,001,10,82438,20150128
250,4,9040694,1,06,002,10,20150128,80700,06,009,46,85645,20150128
250,4,9040694,1,06,009,17,20150128,160800,06,002,71,165710,20150128
250,4,9035975,2,00,000,00,0,0,06,001,20,202024,20150128
250,4,9035975,2,00,000,00,0,0,06,001,10,82451,20150129
250,4,9040694,1,06,002,12,20150129,165600,06,009,46,174530,20150129
250,4,9039656,1,06,002,12,20150129,171800,06,049,23,181608,20150129
250,4,9035975,2,00,000,00,0,0,06,001,24,201134,20150129
250,4,9039656,1,06,049,01,20150130,71500,06,002,43,80347,20150130
250,4,9035975,2,00,000,00,0,0,06,001,10,82531,20150130
250,4,9040694,1,06,009,17,20150130,180200,06,002,44,185120,20150130
250,4,9035975,2,00,000,00,0,0,06,001,23,191750,20150130
250,4,9039656,1,06,002,12,20150130,190800,06,049,52,195808,20150130
250,4,9039656,1,06,049,01,20150201,105500,06,002,44,114228,20150201
250,4,9039656,1,06,002,12,20150201,145100,06,049,23,154407,20150201
250,4,9035975,2,00,000,00,0,0,06,001,11,81845,20150202
250,4,9039656,1,06,049,01,20150202,74100,06,002,72,82841,20150202
250,4,9040694,1,06,002,12,20150202,74600,06,009,46,83525,20150202
250,4,9035975,2,00,000,00,0,0,06,001,24,194734,20150202
250,4,9035975,2,00,000,00,0,0,06,001,10,83129,20150203
250,4,9035975,2,00,000,00,0,0,06,001,24,192619,20150203
250,4,9040694,1,06,009,18,20150204,83900,06,004,52,92214,20150204
250,4,9040694,1,06,004,12,20150204,181300,06,009,46,184940,20150204
250,4,9039656,1,06,002,12,20150204,171500,06,049,23,181026,20150204
250,4,9035975,2,00,000,00,0,0,06,001,20,194028,20150204
250,4,9039656,1,06,049,02,20150205,65900,06,002,71,74857,20150205
250,4,9035975,2,00,000,00,0,0,06,001,10,83024,20150205
250,4,9035975,2,00,000,00,0,0,06,001,24,193421,20150205
250,4,9039656,1,06,002,12,20150205,193900,06,049,23,204846,20150205
250,4,9039656,1,00,000,00,0,0,06,010,15,85152,20150206
250,4,9039656,1,06,009,17,20150206,142100,06,002,43,150903,20150206
250,4,9040694,1,06,009,17,20150206,183500,06,002,44,192346,20150206
250,4,9040694,1,06,036,00,0,0,06,009,45,142426,20150207
250,4,9040694,1,06,008,11,20150207,171400,06,002,44,181406,20150207
250,4,9039656,1,06,002,11,20150207,202700,06,049,52,213107,20150207
250,4,9039656,1,06,049,02,20150208,75600,06,042,51,82515,20150208
250,4,9039656,1,06,042,12,20150208,123300,06,049,51,130102,20150208
250,4,9035975,2,00,000,00,0,0,06,001,11,83813,20150209
250,4,9039656,1,06,049,01,20150209,72300,06,002,44,82623,20150209
250,4,9040694,1,06,002,11,20150209,72900,06,009,45,81811,20150209
250,4,9035975,2,00,000,00,0,0,06,001,20,193542,20150209
250,4,9040694,1,06,009,17,20150209,190400,06,002,44,195218,20150209
250,4,9035975,2,00,000,00,0,0,06,001,10,82152,20150210
250,4,9040694,1,06,002,10,20150210,123700,06,009,46,132653,20150210
250,4,9035975,2,00,000,00,0,0,06,001,24,195916,20150210
250,4,9035975,2,00,000,00,0,0,06,001,14,83048,20150211
250,4,9040694,1,06,009,17,20150211,90900,06,004,52,94545,20150211
250,4,9040694,1,06,004,12,20150211,114200,06,009,45,121816,20150211
250,4,9039656,1,06,002,12,20150211,171000,06,049,23,180825,20150211
250,4,9035975,2,00,000,00,0,0,06,001,24,195246,20150211
250,4,9035975,2,00,000,00,0,0,06,001,13,82413,20150212
250,4,9039656,1,00,000,00,0,0,06,010,14,124548,20150212
250,4,9039656,1,00,000,00,0,0,06,010,21,174025,20150212
250,4,9035975,2,00,000,00,0,0,06,001,24,200234,20150212
250,4,9035975,2,00,000,00,0,0,06,001,10,82750,20150213
250,4,9039656,1,00,000,00,0,0,06,010,14,84547,20150213
250,4,9039656,1,00,000,00,0,0,06,010,35,174153,20150213
250,4,9040694,1,06,009,17,20150213,181600,06,002,44,190433,20150213
250,4,9035975,2,00,000,00,0,0,06,001,23,193627,20150213
250,4,9039656,1,00,000,00,0,0,06,010,24,174904,20150214
250,4,9035975,2,00,000,00,0,0,06,033,34,123057,20150215
250,4,9035975,2,06,038,12,20150215,121800,06,036,56,122312,20150215
250,4,9035975,2,00,000,00,0,0,06,033,18,154437,20150215
250,4,9035975,2,06,036,18,20150215,155200,06,038,23,155720,20150215
250,4,9035975,2,00,000,00,0,0,06,001,10,83143,20150216
250,4,9039656,1,06,049,01,20150216,75300,06,002,44,84124,20150216
250,4,9040694,1,06,002,11,20150216,73800,06,009,46,82725,20150216
250,4,9035975,2,00,000,00,0,0,06,001,20,195906,20150216
250,4,9035975,2,00,000,00,0,0,06,001,10,83405,20150217
250,4,9035975,2,00,000,00,0,0,06,001,23,200426,20150217
250,4,9035975,2,00,000,00,0,0,06,001,14,84000,20150218
250,4,9035975,2,00,000,00,0,0,06,001,23,201605,20150218
250,4,9040694,1,06,009,18,20150218,193100,06,002,44,202038,20150218
250,4,9035975,2,00,000,00,0,0,06,001,10,81240,20150219
250,4,9035975,2,00,000,00,0,0,06,001,24,195307,20150219
250,4,9039656,1,06,002,11,20150219,184700,06,049,23,194321,20150219
250,4,9039656,1,00,000,00,0,0,06,010,15,72951,20150220
250,4,9040694,1,06,002,12,20150220,80000,06,009,46,85233,20150220
250,4,9035975,2,00,000,00,0,0,06,001,11,80821,20150220
250,4,9035975,2,00,000,00,0,0,06,001,23,193051,20150220
250,4,9039656,1,00,000,00,0,0,06,010,24,193226,20150220
250,4,9040694,1,06,009,17,20150220,185200,06,002,44,193950,20150220
250,4,9035975,2,00,000,00,0,0,06,001,13,72445,20150223
250,4,9039656,1,06,049,02,20150223,71400,06,002,44,80627,20150223
250,4,9040694,1,06,002,11,20150223,113800,06,009,74,122607,20150223
250,4,9035975,2,00,000,00,0,0,06,001,24,194252,20150223
250,4,9035975,2,00,000,00,0,0,06,001,11,81919,20150224
250,4,9035975,2,00,000,00,0,0,06,001,23,193747,20150224
250,4,9035975,2,00,000,00,0,0,06,001,10,82443,20150225
250,4,9033577,3,06,002,08,20150225,85100,06,009,46,93956,20150225
250,4,9035975,2,00,000,00,0,0,06,001,23,200131,20150225
250,4,9033577,3,06,009,18,20150225,182500,06,002,52,191350,20150225
250,4,9035975,2,00,000,00,0,0,06,001,10,80355,20150226
250,4,9035975,2,00,000,00,0,0,06,001,23,201244,20150226
250,4,9039656,1,06,002,11,20150226,194500,06,049,52,204141,20150226
250,4,9035975,2,00,000,00,0,0,06,001,14,82302,20150227
250,4,9039656,1,00,000,00,0,0,06,010,15,82325,20150227
250,4,9039656,1,00,000,00,0,0,06,010,24,181806,20150227
250,4,9040694,1,06,009,18,20150227,172500,06,002,44,181338,20150227
250,4,9035975,2,00,000,00,0,0,06,001,24,192506,20150227
250,4,9039656,1,06,049,01,20150228,93300,06,002,43,102147,20150228
250,4,9039656,1,00,000,00,0,0,06,034,26,151620,20150228
250,4,9039656,1,06,002,12,20150228,145800,06,036,56,150831,20150228
250,4,9039656,1,00,000,00,0,0,06,034,16,165548,20150228
250,4,9039656,1,06,036,18,20150228,170300,06,002,43,171332,20150228
250,4,9039656,1,06,002,11,20150228,172800,06,049,23,180957,20150228
250,4,9035975,2,00,000,00,0,0,06,001,10,82514,20150302
250,4,9039656,1,06,049,01,20150302,71900,06,002,71,82421,20150302
250,4,9040694,1,06,002,12,20150302,73400,06,009,46,82259,20150302
250,4,9035975,2,00,000,00,0,0,06,001,20,195454,20150302
250,4,9035975,2,00,000,00,0,0,06,001,10,82501,20150303
250,4,9035975,2,00,000,00,0,0,06,001,24,194301,20150303
250,4,9035975,2,00,000,00,0,0,06,001,10,82503,20150304
250,4,9035975,2,00,000,00,0,0,06,001,23,201025,20150304
250,4,9035975,2,00,000,00,0,0,06,001,10,82459,20150305
250,4,9039656,1,06,002,11,20150305,164600,06,049,23,173213,20150305
250,4,9040694,1,06,009,18,20150305,180300,06,002,44,185125,20150305
250,4,9035975,2,00,000,00,0,0,06,001,23,201217,20150305
250,4,9035975,2,00,000,00,0,0,06,001,10,80049,20150306
250,4,9039656,1,06,049,01,20150306,70100,06,002,44,75315,20150306
250,4,9035975,2,00,000,00,0,0,06,001,24,191803,20150306
250,4,9039656,1,06,002,12,20150306,194300,06,049,23,204733,20150306
250,4,9035975,2,00,000,00,0,0,06,001,10,82241,20150309
250,4,9039656,1,06,049,01,20150309,72100,06,002,44,82008,20150309
250,4,9040694,1,06,002,12,20150309,75300,06,009,46,84158,20150309
250,4,9035975,2,00,000,00,0,0,06,001,23,195301,20150309
250,4,9035975,2,00,000,00,0,0,06,001,10,82301,20150310
250,4,9035975,2,00,000,00,0,0,06,001,24,203641,20150310
250,4,9035975,2,00,000,00,0,0,06,001,10,82021,20150311
250,4,9039656,1,06,002,12,20150311,173200,06,049,51,181942,20150311
250,4,9035975,2,00,000,00,0,0,06,001,23,194422,20150311
250,4,9040694,1,06,009,18,20150311,190600,06,002,43,195934,20150311
250,4,9039656,1,06,049,01,20150312,65400,06,002,72,73917,20150312
250,4,9035975,2,00,000,00,0,0,06,001,10,81036,20150312
250,4,9035975,2,00,000,00,0,0,06,001,24,200034,20150312
250,4,9035975,2,00,000,00,0,0,06,001,14,82043,20150313
250,4,9040694,1,06,002,12,20150313,75300,06,009,46,84203,20150313
250,4,9039656,1,06,002,12,20150313,154300,06,008,24,164247,20150313
250,4,9035975,2,00,000,00,0,0,06,001,20,200256,20150313
250,4,9040694,1,06,009,18,20150313,184800,06,002,44,193631,20150313
250,4,9035975,2,06,003,11,20150314,113500,06,042,27,121157,20150314
250,4,9035975,2,06,042,11,20150314,180500,06,003,22,184159,20150314
250,4,9035975,2,00,000,00,0,0,06,001,13,83001,20150316
250,4,9039656,1,06,049,01,20150316,75100,06,002,44,84926,20150316
250,4,9040694,1,06,002,11,20150316,75400,06,009,46,84224,20150316
250,4,9035975,2,00,000,00,0,0,06,001,23,195340,20150316
250,4,9040694,1,06,009,17,20150316,191100,06,002,43,200833,20150316
250,4,9035975,2,00,000,00,0,0,06,001,10,82735,20150317
250,4,9035975,2,00,000,00,0,0,06,001,23,195402,20150317
250,4,9035975,2,00,000,00,0,0,06,001,11,81043,20150318
250,4,9035975,2,00,000,00,0,0,06,001,24,201518,20150318
250,4,9035975,2,00,000,00,0,0,06,001,10,81822,20150319
250,4,9039656,1,06,002,12,20150319,171200,06,049,51,180434,20150319
250,4,9035975,2,06,002,11,20150319,194000,06,038,54,194711,20150319
250,4,9039656,1,06,049,01,20150320,64900,06,002,44,73320,20150320
250,4,9035975,2,00,000,00,0,0,06,001,10,80916,20150320
250,4,9040694,1,06,002,11,20150320,75500,06,009,46,84333,20150320
250,4,9040694,1,06,009,18,20150320,171500,06,002,44,180239,20150320
250,4,9035975,2,00,000,00,0,0,06,001,20,193642,20150320
250,4,9039656,1,06,002,12,20150320,200700,06,049,23,210012,20150320
250,4,9039656,1,06,049,01,20150323,82200,06,002,43,90940,20150323
250,4,9040694,1,06,002,12,20150324,74100,06,009,46,83000,20150324
250,4,9033577,3,06,002,04,20150324,82200,06,009,46,91026,20150324
250,4,9033577,3,06,009,18,20150324,180800,06,002,55,185607,20150324
250,4,9033577,3,06,002,12,20150325,125500,06,009,46,134356,20150325
250,4,9033577,3,06,009,18,20150325,183900,06,002,51,193023,20150325
250,4,9039656,1,06,002,11,20150326,171600,06,049,23,181112,20150326
250,4,9039656,1,06,049,02,20150327,71100,06,002,43,80445,20150327
250,4,9040694,1,06,009,18,20150327,174300,06,002,44,183106,20150327
250,4,9039656,1,06,002,08,20150327,200600,06,049,23,205721,20150327
250,4,9039656,1,00,000,00,0,0,06,010,14,184755,20150328
250,4,9039656,1,00,000,00,0,0,06,012,18,190704,20150328
250,4,9039656,1,00,000,00,0,0,06,010,35,233240,20150328
250,4,9039656,1,00,000,00,0,0,06,012,49,231220,20150328
250,4,9039656,1,06,049,01,20150329,210600,06,002,43,215128,20150329
250,4,9040694,1,06,002,12,20150330,74600,06,009,46,83432,20150330
250,4,9040694,1,06,009,17,20150330,183900,06,002,44,192833,20150330
250,4,9035975,2,00,000,00,0,0,06,001,13,82334,20150331
250,4,9040694,1,00,000,00,0,0,06,014,51,143957,20150331
250,4,9040694,1,06,002,12,20150331,133100,06,009,46,141935,20150331
250,4,9040694,1,00,000,00,0,0,06,014,15,172317,20150331
250,4,9035975,2,00,000,00,0,0,06,001,24,204616,20150331
250,4,9035975,2,00,000,00,0,0,06,001,10,82710,20150401
250,4,9035975,2,00,000,00,0,0,06,001,20,202352,20150401
250,4,9035975,2,00,000,00,0,0,06,001,10,82656,20150402
250,4,9033577,3,06,002,04,20150402,85000,06,009,46,93859,20150402
250,4,9035975,2,00,000,00,0,0,06,001,23,203203,20150402
250,4,9033577,3,06,009,18,20150402,221100,06,002,58,225953,20150402
250,4,9035975,2,00,000,00,0,0,06,001,10,83506,20150403
250,4,9039656,1,06,002,12,20150403,173100,06,049,23,181826,20150403
250,4,9035975,2,00,000,00,0,0,06,001,20,192149,20150403
250,4,9040694,1,06,009,18,20150403,181900,06,002,43,190703,20150403
250,4,9039656,1,06,049,01,20150404,101500,06,002,72,110805,20150404
250,4,9035975,2,00,000,00,0,0,06,033,35,123318,20150405
250,4,9035975,2,06,038,11,20150405,122100,06,036,34,122542,20150405
250,4,9039656,1,00,000,00,0,0,06,034,21,134446,20150405
250,4,9039656,1,06,002,04,20150405,132300,06,036,55,133723,20150405
250,4,9039656,1,00,000,00,0,0,06,034,11,161912,20150405
250,4,9035975,2,00,000,00,0,0,06,033,16,170736,20150405
250,4,9035975,2,06,036,17,20150405,171500,06,038,23,171907,20150405
250,4,9039656,1,06,036,18,20150405,162700,06,049,23,173803,20150405
250,4,9039656,1,06,049,01,20150406,111300,06,042,27,114643,20150406
250,4,9039656,1,00,000,00,0,0,06,031,10,121000,20150406
250,4,9039656,1,00,000,00,0,0,06,034,28,122021,20150406
250,4,9040694,1,06,036,18,20150406,190100,06,002,43,191225,20150406
250,4,9035975,2,00,000,00,0,0,06,001,10,73601,20150407
250,4,9040694,1,00,000,00,0,0,06,012,08,84148,20150407
250,4,9040694,1,00,000,00,0,0,06,019,25,90149,20150407
250,4,9039656,1,06,049,01,20150407,75500,06,002,72,84842,20150407
250,4,9040694,1,06,002,11,20150407,73000,06,009,46,81809,20150407
250,4,9040694,1,00,000,00,0,0,06,020,31,115723,20150407
250,4,9040694,1,00,000,00,0,0,06,012,47,120744,20150407
250,4,9035975,2,00,000,00,0,0,06,001,23,200400,20150407
250,4,9040694,1,06,009,18,20150407,191400,06,002,44,200214,20150407
250,4,9035975,2,00,000,00,0,0,06,001,10,83406,20150408
250,4,9035975,2,00,000,00,0,0,06,001,23,200747,20150408
250,4,9035975,2,00,000,00,0,0,06,001,10,82603,20150409
250,4,9040694,1,06,002,12,20150409,81000,06,009,46,85831,20150409
250,4,9040694,1,00,000,00,0,0,06,012,08,100707,20150409
250,4,9040694,1,00,000,00,0,0,06,019,25,101730,20150409
250,4,9040694,1,00,000,00,0,0,06,012,50,124857,20150409
250,4,9040694,1,00,000,00,0,0,06,020,31,123838,20150409
250,4,9039656,1,06,002,12,20150409,170900,06,008,52,175425,20150409
250,4,9035975,2,00,000,00,0,0,06,001,20,194846,20150409
250,4,9039656,1,00,000,00,0,0,06,010,15,75358,20150410
250,4,9035975,2,00,000,00,0,0,06,001,11,83104,20150410
250,4,9033577,3,06,002,06,20150410,93000,06,009,46,101901,20150410
250,4,9040694,1,00,000,00,0,0,06,012,08,183916,20150410
250,4,9033577,3,00,000,00,0,0,06,012,08,183919,20150410
250,4,9040694,1,00,000,00,0,0,06,019,25,185100,20150410
250,4,9033577,3,00,000,00,0,0,06,019,25,185104,20150410
250,4,9035975,2,00,000,00,0,0,06,001,20,193317,20150410
250,4,9039656,1,00,000,00,0,0,06,010,35,195055,20150410
250,4,9033577,3,00,000,00,0,0,06,021,01,191639,20150410
250,4,9040694,1,00,000,00,0,0,06,021,01,191642,20150410
250,4,9040694,1,00,000,00,0,0,06,021,30,192856,20150410
250,4,9033577,3,00,000,00,0,0,06,021,30,192900,20150410
250,4,9033577,3,00,000,00,0,0,06,012,50,235851,20150410
250,4,9033577,3,00,000,00,0,0,06,019,13,234814,20150410
250,4,9033577,3,06,009,18,20150411,1900,06,002,52,10651,20150411
250,4,9035975,2,00,000,00,0,0,06,033,38,120129,20150411
250,4,9035975,2,06,002,03,20150411,114300,06,036,34,115403,20150411
250,4,9040694,1,00,000,00,0,0,06,021,36,144946,20150411
250,4,9035975,2,00,000,00,0,0,06,033,16,181935,20150411
250,4,9035975,2,06,036,18,20150411,182700,06,038,23,183108,20150411
250,4,9040694,1,00,000,00,0,0,06,021,36,122304,20150412
250,4,9040694,1,00,000,00,0,0,06,012,50,193929,20150412
250,4,9040694,1,00,000,00,0,0,06,020,25,192900,20150412
250,4,9035975,2,00,000,00,0,0,06,001,14,83343,20150413
250,4,9039656,1,06,049,01,20150413,80900,06,002,72,85702,20150413
250,4,9035975,2,00,000,00,0,0,06,001,23,195048,20150413
250,4,9035975,2,00,000,00,0,0,06,001,10,83329,20150414
250,4,9040694,1,06,009,18,20150414,180500,06,002,43,185245,20150414
250,4,9035975,2,00,000,00,0,0,06,001,23,194648,20150414
250,4,9035975,2,00,000,00,0,0,06,001,13,83004,20150415
250,4,9035975,2,00,000,00,0,0,06,001,20,201046,20150415
250,4,9035975,2,00,000,00,0,0,06,001,14,83134,20150416
250,4,9035975,2,00,000,00,0,0,06,001,20,194608,20150416
250,4,9035975,2,00,000,00,0,0,06,001,10,82354,20150417
250,4,9035975,2,00,000,00,0,0,06,001,24,195954,20150417
250,4,9039656,1,06,002,11,20150417,203800,06,049,23,214753,20150417
250,4,9035975,2,00,000,00,0,0,06,001,11,83007,20150420
250,4,9039656,1,06,049,02,20150420,73300,06,002,72,81858,20150420
250,4,9035975,2,00,000,00,0,0,06,001,24,185059,20150420
250,4,9035975,2,00,000,00,0,0,06,001,11,83031,20150421
250,4,9035975,2,00,000,00,0,0,06,001,23,194526,20150421
250,4,9035975,2,00,000,00,0,0,06,001,10,71701,20150422
250,4,9035975,2,00,000,00,0,0,06,001,24,195722,20150422
250,4,9035975,2,00,000,00,0,0,06,001,10,82823,20150423
250,4,9039656,1,06,002,12,20150423,170000,06,049,23,175406,20150423
250,4,9035975,2,00,000,00,0,0,06,001,20,200019,20150423
250,4,9035975,2,00,000,00,0,0,06,001,10,83331,20150424
250,4,9039656,1,06,049,01,20150424,73100,06,002,44,81712,20150424
250,4,9035975,2,00,000,00,0,0,06,001,24,183729,20150424
250,4,9039656,1,06,002,12,20150424,172100,06,049,23,181105,20150424
250,4,9039656,1,06,049,02,20150424,191000,06,007,51,191848,20150424
250,4,9039656,1,06,008,11,20150425,94500,06,049,23,94814,20150425
250,4,9035975,2,00,000,00,0,0,06,001,10,82349,20150427
250,4,9039656,1,06,049,02,20150427,75600,06,002,43,85203,20150427
250,4,9035975,2,00,000,00,0,0,06,001,24,193017,20150427
250,4,9035975,2,00,000,00,0,0,06,001,11,82442,20150428
250,4,9035975,2,00,000,00,0,0,06,001,23,194659,20150428
250,4,9035975,2,00,000,00,0,0,06,001,10,82600,20150429
250,4,9035975,2,00,000,00,0,0,06,001,24,194940,20150429
250,4,9035975,2,00,000,00,0,0,06,001,10,83258,20150430
250,4,9039656,1,06,002,12,20150430,200100,06,049,23,210414,20150430
250,4,9035975,2,00,000,00,0,0,06,001,24,213142,20150430
250,4,9035975,2,00,000,00,0,0,06,032,23,150349,20150502
250,4,9035975,2,00,000,00,0,0,06,033,35,142927,20150502
250,4,9035975,2,00,000,00,0,0,06,032,03,170854,20150502
250,4,9035975,2,00,000,00,0,0,06,033,15,173356,20150502
250,4,9035975,2,06,036,18,20150502,174100,06,002,57,175204,20150502
250,4,9035975,2,06,002,03,20150502,141100,06,036,56,142146,20150502
250,4,9039656,1,06,049,02,20150503,81900,06,002,43,91349,20150503
250,4,9035975,2,00,000,00,0,0,06,001,11,83359,20150504
250,4,9035975,2,00,000,00,0,0,06,001,23,200114,20150504
250,4,9035975,2,00,000,00,0,0,06,001,10,83212,20150505
250,4,9035975,2,00,000,00,0,0,06,001,23,194105,20150505
250,4,9035975,2,00,000,00,0,0,06,001,10,83018,20150506
250,4,9039656,1,00,000,00,0,0,06,034,28,183552,20150506
250,4,9039656,1,06,002,11,20150506,181100,06,036,56,182750,20150506
250,4,9035975,2,00,000,00,0,0,06,001,24,194350,20150506
250,4,9039656,1,00,000,00,0,0,06,031,30,215439,20150506
250,4,9039656,1,00,000,00,0,0,06,034,11,214118,20150506
250,4,9039656,1,06,042,11,20150506,221600,06,049,23,224529,20150506
250,4,9035975,2,00,000,00,0,0,06,001,14,82933,20150511
250,4,9039656,1,06,049,02,20150511,73600,06,002,44,82911,20150511
250,4,9035975,2,00,000,00,0,0,06,001,20,193740,20150511
250,4,9035975,2,00,000,00,0,0,06,001,10,82945,20150512
250,4,9035975,2,00,000,00,0,0,06,001,23,195748,20150512
250,4,9035975,2,00,000,00,0,0,06,001,14,61634,20150513
250,4,9039656,1,06,002,12,20150513,194300,06,049,23,203141,20150513
250,4,9035975,2,06,002,03,20150516,144900,06,036,55,150002,20150516
250,4,9035975,2,00,000,00,0,0,06,033,35,150851,20150516
250,4,9035975,2,00,000,00,0,0,06,033,04,172628,20150516
250,4,9035975,2,06,036,13,20150516,173400,06,002,58,174443,20150516
250,4,9035975,2,00,000,00,0,0,06,001,10,84749,20150518
250,4,9035975,2,00,000,00,0,0,06,001,23,182046,20150518
250,4,9035975,2,00,000,00,0,0,06,001,10,81834,20150519
250,4,9039656,1,06,049,01,20150519,81100,06,002,44,85706,20150519
250,4,9039656,1,06,002,12,20150519,173700,06,049,23,183320,20150519
