NUM_MOY_PAIM;COD_PAY_ENTR;COD_STE_ENTR;COD_GARE_ENTR;LIB_GARE_ENT;COD_PAY_SOR;COD_STE_SOR;COD_GARE_SOR;LIB_GAR_SOR;HRD_SOR;DAT_SOR;HRD_ENTR;DAT_ENTR
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;22/09/2014 09:28:27;20140922092827;22/09/2014 09:03:22;20140922090322
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;26/09/2014 09:15:13;20140926091513;26/09/2014 08:50:08;20140926085008
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;29/09/2014 09:42:15;20140929094215;29/09/2014 09:16:42;20140929091642
25006980017610002;250;04;220;LANCON;250;04;211;AVIGNON-N;12/09/2014 09:50:15;20140912095015;12/09/2014 09:16:38;20140912091638
25006980530210003;250;04;220;LANCON;250;04;211;AVIGNON-N;05/09/2014 09:45:14;20140905094514;05/09/2014 09:16:02;20140905091602
25006980530210003;250;04;220;LANCON;250;04;211;AVIGNON-N;09/09/2014 06:49:43;20140909064943;09/09/2014 06:24:28;20140909062428
25006980530210003;250;04;220;LANCON;250;04;211;AVIGNON-N;11/09/2014 08:35:22;20140911083522;11/09/2014 08:08:08;20140911080808
25006981720810003;250;04;220;LANCON;250;04;211;AVIGNON-N;06/09/2014 17:35:04;20140906173504;06/09/2014 17:10:36;20140906171036
25006981720810003;250;04;220;LANCON;250;04;211;AVIGNON-N;15/09/2014 12:11:06;20140915121106;15/09/2014 11:44:58;20140915114458
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;03/10/2014 08:12:53;20141003081253;03/10/2014 07:48:32;20141003074832
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;06/10/2014 09:32:04;20141006093204;06/10/2014 09:08:06;20141006090806
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;10/10/2014 07:57:31;20141010075731;10/10/2014 07:33:26;20141010073326
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;20/10/2014 08:27:57;20141020082757;20/10/2014 08:02:38;20141020080238
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;17/10/2014 09:13:19;20141017091319;17/10/2014 08:48:18;20141017084818
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;13/10/2014 08:00:45;20141013080045;13/10/2014 07:35:12;20141013073512
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;24/10/2014 09:12:26;20141024091226;24/10/2014 08:47:06;20141024084706
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;27/10/2014 09:20:21;20141027092021;27/10/2014 08:54:06;20141027085406
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;31/10/2014 09:25:05;20141031092505;31/10/2014 09:00:06;20141031090006
25006980017610002;250;04;220;LANCON;250;04;211;AVIGNON-N;07/10/2014 09:07:49;20141007090749;07/10/2014 08:42:04;20141007084204
25006980530210003;250;04;220;LANCON;250;04;211;AVIGNON-N;05/10/2014 11:01:57;20141005110157;05/10/2014 10:38:06;20141005103806
25006980530210003;250;04;220;LANCON;250;04;211;AVIGNON-N;30/10/2014 06:44:38;20141030064438;30/10/2014 06:19:20;20141030061920
25006981720810003;250;04;220;LANCON;250;04;211;AVIGNON-N;22/10/2014 20:00:22;20141022200022;22/10/2014 19:33:34;20141022193334
25006982729610002;250;04;220;LANCON;250;04;211;AVIGNON-N;07/10/2014 14:31:55;20141007143155;07/10/2014 14:04:38;20141007140438
25006982894800001;250;04;220;LANCON;250;04;211;AVIGNON-N;31/10/2014 08:10:19;20141031081019;31/10/2014 07:45:50;20141031074550
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;03/11/2014 09:09:39;20141103090939;03/11/2014 08:45:02;20141103084502
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;07/11/2014 09:04:01;20141107090401;07/11/2014 08:39:06;20141107083906
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;17/11/2014 09:13:39;20141117091339;17/11/2014 08:48:16;20141117084816
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;14/11/2014 09:17:43;20141114091743;14/11/2014 08:53:12;20141114085312
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;24/11/2014 09:07:25;20141124090725;24/11/2014 08:41:30;20141124084130
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;28/11/2014 08:46:02;20141128084602;28/11/2014 08:20:48;20141128082048
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;01/12/2014 09:53:08;20141201095308;01/12/2014 09:26:32;20141201092632
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;08/12/2014 09:29:55;20141208092955;08/12/2014 09:04:18;20141208090418
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;12/12/2014 09:26:01;20141212092601;12/12/2014 09:00:38;20141212090038
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;15/12/2014 10:19:28;20141215101928;15/12/2014 09:55:52;20141215095552
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;18/12/2014 09:32:26;20141218093226;18/12/2014 09:07:00;20141218090700
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;30/12/2014 09:39:00;20141230093900;30/12/2014 09:14:04;20141230091404
25006980017610002;250;04;220;LANCON;250;04;211;AVIGNON-N;15/12/2014 13:53:12;20141215135312;15/12/2014 13:15:30;20141215131530
25006980530210003;250;04;220;LANCON;250;04;211;AVIGNON-N;05/12/2014 09:49:29;20141205094929;05/12/2014 09:23:40;20141205092340
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;05/01/2015 08:42:46;20150105084246;05/01/2015 08:17:10;20150105081710
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;09/01/2015 09:27:54;20150109092754;09/01/2015 09:02:12;20150109090212
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;12/01/2015 09:30:48;20150112093048;12/01/2015 09:04:34;20150112090434
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;21/01/2015 08:28:18;20150121082818;21/01/2015 08:02:58;20150121080258
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;26/01/2015 09:29:51;20150126092951;26/01/2015 09:04:58;20150126090458
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;28/01/2015 08:38:04;20150128083804;28/01/2015 08:13:12;20150128081312
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;30/01/2015 08:44:55;20150130084455;30/01/2015 08:20:06;20150130082006
25006980017610002;250;04;220;LANCON;250;04;211;AVIGNON-N;29/01/2015 09:32:20;20150129093220;29/01/2015 09:05:12;20150129090512
25006980530210003;250;04;220;LANCON;250;04;211;AVIGNON-N;28/01/2015 09:07:26;20150128090726;28/01/2015 08:40:58;20150128084058
25006980530210003;250;04;220;LANCON;250;04;211;AVIGNON-N;30/01/2015 09:41:15;20150130094115;30/01/2015 09:15:32;20150130091532
25006982895200001;250;04;220;LANCON;250;04;211;AVIGNON-N;15/01/2015 19:53:38;20150115195338;15/01/2015 19:28:24;20150115192824
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;02/02/2015 09:10:23;20150202091023;02/02/2015 08:45:18;20150202084518
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;05/02/2015 08:32:14;20150205083214;05/02/2015 08:06:42;20150205080642
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;09/02/2015 09:07:56;20150209090756;09/02/2015 08:43:06;20150209084306
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;16/02/2015 09:24:55;20150216092455;16/02/2015 09:00:08;20150216090008
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;23/02/2015 08:46:03;20150223084603;23/02/2015 08:22:22;20150223082222
25006982894800001;250;04;220;LANCON;250;04;211;AVIGNON-N;04/02/2015 08:08:16;20150204080816;04/02/2015 07:43:52;20150204074352
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;02/03/2015 09:03:59;20150302090359;02/03/2015 08:40:00;20150302084000
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;03/03/2015 21:39:28;20150303213928;03/03/2015 21:17:38;20150303211738
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;06/03/2015 08:32:47;20150306083247;06/03/2015 08:08:48;20150306080848
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;09/03/2015 09:01:01;20150309090101;09/03/2015 08:36:10;20150309083610
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;12/03/2015 08:27:38;20150312082738;12/03/2015 08:02:42;20150312080242
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;16/03/2015 09:30:21;20150316093021;16/03/2015 09:05:40;20150316090540
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;23/03/2015 09:51:12;20150323095112;23/03/2015 09:26:12;20150323092612
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;27/03/2015 08:47:11;20150327084711;27/03/2015 08:21:40;20150327082140
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;29/03/2015 22:28:00;20150329222800;29/03/2015 22:06:22;20150329220622
25006980530210003;250;04;220;LANCON;250;04;211;AVIGNON-N;31/03/2015 14:22:00;20150331142200;31/03/2015 13:54:56;20150331135456
25006981720810003;250;04;220;LANCON;250;04;211;AVIGNON-N;28/03/2015 19:42:23;20150328194223;28/03/2015 19:18:58;20150328191858
25006982894800001;250;04;220;LANCON;250;04;211;AVIGNON-N;13/03/2015 08:26:29;20150313082629;13/03/2015 08:02:16;20150313080216
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;07/04/2015 09:41:09;20150407094109;07/04/2015 09:15:22;20150407091522
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;13/04/2015 09:39:44;20150413093944;13/04/2015 09:15:02;20150413091502
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;20/04/2015 09:06:29;20150420090629;20/04/2015 08:42:18;20150420084218
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;24/04/2015 08:58:15;20150424085815;24/04/2015 08:33:46;20150424083346
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;27/04/2015 09:39:12;20150427093912;27/04/2015 09:09:50;20150427090950
25006980017610002;250;04;220;LANCON;250;04;211;AVIGNON-N;23/04/2015 09:28:17;20150423092817;23/04/2015 09:03:40;20150423090340
25006980530210003;250;04;220;LANCON;250;04;211;AVIGNON-N;08/04/2015 08:41:56;20150408084156;08/04/2015 08:14:20;20150408081420
25006982894800001;250;04;220;LANCON;250;04;211;AVIGNON-N;08/04/2015 09:17:19;20150408091719;08/04/2015 08:52:16;20150408085216
25006982894800001;250;04;220;LANCON;250;04;211;AVIGNON-N;27/04/2015 15:49:30;20150427154930;27/04/2015 15:23:02;20150427152302
25006982895200001;250;04;220;LANCON;250;04;211;AVIGNON-N;20/04/2015 18:59:38;20150420185938;20/04/2015 18:34:20;20150420183420
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;11/05/2015 09:14:31;20150511091431;11/05/2015 08:49:42;20150511084942
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;19/05/2015 09:39:14;20150519093914;19/05/2015 09:14:26;20150519091426
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;26/05/2015 08:44:38;20150526084438;26/05/2015 08:20:30;20150526082030
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;01/06/2015 09:14:47;20150601091447;01/06/2015 08:50:38;20150601085038
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;05/06/2015 08:27:26;20150605082726;05/06/2015 08:02:12;20150605080212
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;08/06/2015 09:24:53;20150608092453;08/06/2015 08:59:54;20150608085954
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;15/06/2015 09:04:37;20150615090437;15/06/2015 08:38:00;20150615083800
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;17/06/2015 12:37:05;20150617123705;17/06/2015 12:10:40;20150617121040
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;22/06/2015 07:58:14;20150622075814;22/06/2015 07:33:28;20150622073328
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;26/06/2015 09:14:10;20150626091410;26/06/2015 08:49:02;20150626084902
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;29/06/2015 10:23:18;20150629102318;29/06/2015 09:57:38;20150629095738
25006982804710002;250;04;220;LANCON;250;04;211;AVIGNON-N;30/06/2015 20:49:53;20150630204953;30/06/2015 20:25:22;20150630202522
25006982894800001;250;04;220;LANCON;250;04;211;AVIGNON-N;17/06/2015 17:36:22;20150617173622;17/06/2015 17:11:38;20150617171138
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;03/07/2015 07:54:43;20150703075443;03/07/2015 07:30:08;20150703073008
25004903965600001;250;04;220;LANCON;250;04;211;AVIGNON-N;06/07/2015 09:18:00;20150706091800;06/07/2015 08:53:14;20150706085314
25006982729610002;250;04;220;LANCON;250;04;211;AVIGNON-N;13/07/2015 08:28:02;20150713082802;13/07/2015 08:02:48;20150713080248
25006982729610002;250;04;220;LANCON;250;04;211;AVIGNON-N;16/07/2015 20:33:48;20150716203348;16/07/2015 20:07:50;20150716200750
25006982804710002;250;04;220;LANCON;250;04;211;AVIGNON-N;01/07/2015 19:44:53;20150701194453;01/07/2015 19:20:06;20150701192006
25006982804710002;250;04;220;LANCON;250;04;211;AVIGNON-N;02/07/2015 19:51:11;20150702195111;02/07/2015 19:27:36;20150702192736
25006982804710002;250;04;220;LANCON;250;04;211;AVIGNON-N;03/07/2015 20:22:05;20150703202205;03/07/2015 19:57:26;20150703195726
25006982804710002;250;04;220;LANCON;250;04;211;AVIGNON-N;04/07/2015 17:04:03;20150704170403;04/07/2015 16:39:04;20150704163904
25006982804710002;250;04;220;LANCON;250;04;211;AVIGNON-N;05/07/2015 13:47:14;20150705134714;05/07/2015 13:22:36;20150705132236
25006982804710002;250;04;220;LANCON;250;04;211;AVIGNON-N;07/07/2015 20:02:43;20150707200243;07/07/2015 19:37:50;20150707193750
25006982804710002;250;04;220;LANCON;250;04;211;AVIGNON-N;10/07/2015 18:55:12;20150710185512;10/07/2015 18:25:02;20150710182502
25006980530210003;250;04;212;AVIGNON-S;250;04;211;AVIGNON-N;11/05/2015 09:37:06;20150511093706;11/05/2015 09:29:40;20150511092940
25004903965600001;250;04;210;ORANGE;250;04;211;AVIGNON-N;27/01/2014 15:36:55;20140127153655;27/01/2014 15:25:00;20140127152500
25004903965600001;250;04;210;ORANGE;250;04;211;AVIGNON-N;04/02/2014 17:41:05;20140204174105;04/02/2014 17:28:52;20140204172852
25004903965600001;250;04;210;ORANGE;250;04;211;AVIGNON-N;19/11/2014 19:27:43;20141119192743;19/11/2014 19:15:14;20141119191514
25004903965600001;250;04;210;ORANGE;250;04;211;AVIGNON-N;23/01/2015 14:36:00;20150123143600;23/01/2015 14:23:56;20150123142356
25004903965600001;250;04;210;ORANGE;250;04;211;AVIGNON-N;30/06/2015 20:20:42;20150630202042;30/06/2015 20:08:44;20150630200844
25006982804710002;250;04;218;ORANGE-S;250;04;211;AVIGNON-N;08/07/2015 11:44:43;20150708114443;08/07/2015 11:35:58;20150708113558
25006980530210003;250;04;201;VIENNE;250;04;211;AVIGNON-N;30/10/2014 15:41:49;20141030154149;30/10/2014 14:04:56;20141030140456
25006982804710002;250;04;201;VIENNE;250;04;211;AVIGNON-N;18/07/2015 20:40:26;20150718204026;18/07/2015 19:14:44;20150718191444
25004903965600001;250;04;205;VALENCE-S;250;04;211;AVIGNON-N;22/01/2015 16:47:45;20150122164745;22/01/2015 15:43:32;20150122154332
25004903965600001;250;04;205;VALENCE-S;250;04;211;AVIGNON-N;10/06/2015 19:18:04;20150610191804;10/06/2015 18:19:46;20150610181946
25006981720810003;250;04;348;CARCASSONNE-O;250;04;339;NARBONNE-SUD;19/03/2015 12:11:45;20150319121145;19/03/2015 11:38:04;20150319113804
25004903965600001;250;04;331;MONTPELLIER 2;250;04;339;NARBONNE-SUD;27/01/2014 10:42:24;20140127104224;27/01/2014 10:00:08;20140127100008
25004903965600001;250;04;331;MONTPELLIER 2;250;04;339;NARBONNE-SUD;11/03/2014 00:05:55;20140311000555;10/03/2014 23:25:08;20140310232508
25006980017610002;250;04;331;MONTPELLIER 2;250;04;339;NARBONNE-SUD;18/03/2015 19:12:30;20150318191230;18/03/2015 18:31:52;20150318183152
25006981720810003;250;04;331;MONTPELLIER 2;250;04;339;NARBONNE-SUD;18/03/2015 19:12:35;20150318191235;18/03/2015 18:31:56;20150318183156
25004903965600001;250;04;468;SAINT-SELVE;250;04;456;TOULOUSE-NORD/EST;19/11/2014 16:05:27;20141119160527;19/11/2014 14:25:54;20141119142554
25006982895200001;250;04;468;SAINT-SELVE;250;04;456;TOULOUSE-NORD/EST;26/01/2015 07:17:21;20150126071721;26/01/2015 05:39:46;20150126053946
25006982895200001;250;04;468;SAINT-SELVE;250;04;456;TOULOUSE-NORD/EST;02/03/2015 08:42:20;20150302084220;02/03/2015 07:06:02;20150302070602
25006982895200001;250;04;468;SAINT-SELVE;250;04;456;TOULOUSE-NORD/EST;07/04/2015 07:06:40;20150407070640;07/04/2015 05:35:12;20150407053512
25006982895200001;250;04;468;SAINT-SELVE;250;04;456;TOULOUSE-NORD/EST;11/05/2015 06:59:33;20150511065933;11/05/2015 05:36:18;20150511053618
25004903965600001;250;04;459;MONTAUBAN;250;04;456;TOULOUSE-NORD/EST;07/02/2015 16:05:06;20150207160506;07/02/2015 15:48:08;20150207154808
25006982895200001;250;04;459;MONTAUBAN;250;04;456;TOULOUSE-NORD/EST;25/05/2015 19:30:05;20150525193005;25/05/2015 19:09:28;20150525190928
25004903965600001;250;04;468;SAINT-SELVE;250;04;457;TOULOUSE-NORD/OUEST;12/03/2014 20:23:15;20140312202315;12/03/2014 18:31:58;20140312183158
25004903965600001;250;04;457;TOULOUSE-NORD/OUEST;250;04;459;MONTAUBAN;07/02/2015 08:35:57;20150207083557;07/02/2015 08:19:16;20150207081916
25006980530210003;250;04;456;TOULOUSE-NORD/EST;250;04;459;MONTAUBAN;13/06/2014 19:13:03;20140613191303;13/06/2014 18:57:48;20140613185748
25006982895200001;250;04;456;TOULOUSE-NORD/EST;250;04;463;AIGUILLON;27/02/2015 21:24:44;20150227212444;27/02/2015 20:20:32;20150227202032
25006982895200001;250;04;468;SAINT-SELVE;250;04;464;MARMANDE;06/04/2015 11:56:59;20150406115659;06/04/2015 11:22:06;20150406112206
25006982895200001;250;04;695;TARBES OUEST;250;04;468;SAINT-SELVE;10/05/2015 18:44:49;20150510184449;10/05/2015 17:00:56;20150510170056
25006982895200001;250;04;464;MARMANDE;250;04;468;SAINT-SELVE;06/04/2015 15:02:17;20150406150217;06/04/2015 14:36:04;20150406143604
25006982895200001;250;04;463;AIGUILLON;250;04;468;SAINT-SELVE;27/02/2015 22:08:48;20150227220848;27/02/2015 21:32:30;20150227213230
25004903965600001;250;04;456;TOULOUSE-NORD/EST;250;04;468;SAINT-SELVE;11/03/2014 11:47:03;20140311114703;11/03/2014 10:00:14;20140311100014
25004903965600001;250;04;456;TOULOUSE-NORD/EST;250;04;468;SAINT-SELVE;18/11/2014 11:19:03;20141118111903;18/11/2014 09:16:18;20141118091618
25006982895200001;250;04;456;TOULOUSE-NORD/EST;250;04;468;SAINT-SELVE;23/01/2015 16:50:58;20150123165058;23/01/2015 15:13:16;20150123151316
25006982895200001;250;04;456;TOULOUSE-NORD/EST;250;04;468;SAINT-SELVE;04/04/2015 01:32:27;20150404013227;04/04/2015 00:08:22;20150404000822
25006982895200001;250;04;456;TOULOUSE-NORD/EST;250;04;468;SAINT-SELVE;07/05/2015 19:35:01;20150507193501;07/05/2015 18:02:04;20150507180204
25006982895200001;250;04;456;TOULOUSE-NORD/EST;250;04;468;SAINT-SELVE;13/05/2015 17:55:44;20150513175544;13/05/2015 16:20:02;20150513162002
25006982895200001;250;04;456;TOULOUSE-NORD/EST;250;04;468;SAINT-SELVE;09/07/2015 23:37:20;20150709233720;09/07/2015 22:08:46;20150709220846
25006980017610002;250;04;638;TARBES EST;250;04;695;TARBES OUEST;18/07/2014 09:18:50;20140718091850;18/07/2014 09:13:50;20140718091350
25006982895200001;250;04;468;SAINT-SELVE;250;04;695;TARBES OUEST;08/05/2015 10:17:46;20150508101746;08/05/2015 08:35:48;20150508083548
25006980017610002;250;04;650;LESTELLE;250;04;638;TARBES EST;17/07/2014 16:53:42;20140717165342;17/07/2014 16:17:42;20140717161742
25006980017610002;250;04;642;CAPVERN;250;04;638;TARBES EST;20/07/2014 18:12:09;20140720181209;20/07/2014 17:57:52;20140720175752
25006980017610002;250;04;339;NARBONNE-SUD;250;04;348;CARCASSONNE-O;19/03/2015 14:29:04;20150319142904;19/03/2015 13:58:54;20150319135854
25006981720810003;250;04;339;NARBONNE-SUD;250;04;348;CARCASSONNE-O;19/03/2015 08:59:20;20150319085920;19/03/2015 08:27:22;20150319082722
25006982895200001;250;04;331;MONTPELLIER 2;250;04;348;CARCASSONNE-O;07/05/2015 16:38:42;20150507163842;07/05/2015 15:30:54;20150507153054
25004903965600001;250;04;356;NAILLOUX;250;04;347;CARCASSONNE-E;31/07/2014 16:42:12;20140731164212;31/07/2014 16:04:14;20140731160414
25004903965600001;250;04;331;MONTPELLIER 2;250;04;347;CARCASSONNE-E;17/11/2014 20:29:01;20141117202901;17/11/2014 19:23:40;20141117192340
25006982729610002;250;04;266;SALON OUEST;250;04;220;LANCON;16/06/2014 17:29:32;20140616172932;16/06/2014 17:21:36;20140616172136
25006982729610002;250;04;266;SALON OUEST;250;04;220;LANCON;09/09/2014 16:33:07;20140909163307;09/09/2014 16:24:46;20140909162446
25006982894800001;250;04;266;SALON OUEST;250;04;220;LANCON;16/04/2015 17:42:56;20150416174256;16/04/2015 17:35:30;20150416173530
25006982729610002;250;04;265;SAINT MARTIN DE CRAU;250;04;220;LANCON;29/01/2014 17:37:09;20140129173709;29/01/2014 17:23:26;20140129172326
25004903965600001;250;04;265;SAINT MARTIN DE CRAU;250;04;220;LANCON;14/03/2014 17:43:25;20140314174325;14/03/2014 17:29:30;20140314172930
25006980530210003;250;04;265;SAINT MARTIN DE CRAU;250;04;220;LANCON;19/04/2014 18:45:24;20140419184524;19/04/2014 18:32:16;20140419183216
25006980324810003;250;04;265;SAINT MARTIN DE CRAU;250;04;220;LANCON;22/06/2014 17:19:38;20140622171938;22/06/2014 17:05:46;20140622170546
25006980017610002;250;04;265;SAINT MARTIN DE CRAU;250;04;220;LANCON;21/07/2014 16:07:48;20140721160748;21/07/2014 15:53:00;20140721155300
25004903965600001;250;04;265;SAINT MARTIN DE CRAU;250;04;220;LANCON;01/08/2014 11:06:28;20140801110628;01/08/2014 10:52:24;20140801105224
25006980324810003;250;04;265;SAINT MARTIN DE CRAU;250;04;220;LANCON;26/09/2014 13:18:20;20140926131820;26/09/2014 13:04:12;20140926130412
25006980530210003;250;04;265;SAINT MARTIN DE CRAU;250;04;220;LANCON;14/09/2014 14:02:02;20140914140202;14/09/2014 13:48:58;20140914134858
25006982729610002;250;04;265;SAINT MARTIN DE CRAU;250;04;220;LANCON;17/01/2015 20:00:37;20150117200037;17/01/2015 19:46:36;20150117194636
25006982895200001;250;04;265;SAINT MARTIN DE CRAU;250;04;220;LANCON;26/01/2015 10:43:19;20150126104319;26/01/2015 10:29:10;20150126102910
25004903965600001;250;04;265;SAINT MARTIN DE CRAU;250;04;220;LANCON;07/02/2015 20:09:11;20150207200911;07/02/2015 19:54:58;20150207195458
25006980017610002;250;04;265;SAINT MARTIN DE CRAU;250;04;220;LANCON;19/03/2015 18:39:54;20150319183954;19/03/2015 18:26:14;20150319182614
25006981720810003;250;04;265;SAINT MARTIN DE CRAU;250;04;220;LANCON;19/03/2015 18:23:07;20150319182307;19/03/2015 18:09:42;20150319180942
25006982895200001;250;04;265;SAINT MARTIN DE CRAU;250;04;220;LANCON;02/03/2015 13:01:15;20150302130115;02/03/2015 12:47:04;20150302124704
25006982895200001;250;04;265;SAINT MARTIN DE CRAU;250;04;220;LANCON;07/04/2015 10:20:04;20150407102004;07/04/2015 10:06:16;20150407100616
25006982895200001;250;04;265;SAINT MARTIN DE CRAU;250;04;220;LANCON;11/05/2015 10:13:16;20150511101316;11/05/2015 09:59:40;20150511095940
25006982895200001;250;04;265;SAINT MARTIN DE CRAU;250;04;220;LANCON;25/05/2015 23:58:25;20150525235825;25/05/2015 23:45:36;20150525234536
25006981720810003;250;04;265;SAINT MARTIN DE CRAU;250;04;220;LANCON;13/07/2015 19:47:34;20150713194734;13/07/2015 19:33:40;20150713193340
25004903965600001;250;04;219;SALON SUD;250;04;220;LANCON;13/07/2014 09:12:58;20140713091258;13/07/2014 09:09:02;20140713090902
25006982729610002;250;04;214;SENAS;250;04;220;LANCON;18/04/2014 21:16:12;20140418211612;18/04/2014 21:06:20;20140418210620
25006982729610002;250;04;214;SENAS;250;04;220;LANCON;01/07/2014 12:29:46;20140701122946;01/07/2014 12:18:44;20140701121844
25006982729610002;250;04;214;SENAS;250;04;220;LANCON;09/07/2014 14:32:35;20140709143235;09/07/2014 14:22:00;20140709142200
25004903965600001;250;04;211;AVIGNON-N;250;04;220;LANCON;03/01/2014 18:30:25;20140103183025;03/01/2014 18:06:36;20140103180636
25004903965600001;250;04;211;AVIGNON-N;250;04;220;LANCON;10/01/2014 19:10:02;20140110191002;10/01/2014 18:42:08;20140110184208
25004903965600001;250;04;211;AVIGNON-N;250;04;220;LANCON;15/01/2014 19:23:35;20140115192335;15/01/2014 18:58:52;20140115185852
25004903965600001;250;04;211;AVIGNON-N;250;04;220;LANCON;17/01/2014 19:18:07;20140117191807;17/01/2014 18:53:32;20140117185332
25004903965600001;250;04;211;AVIGNON-N;250;04;220;LANCON;22/01/2014 18:36:34;20140122183634;22/01/2014 18:05:06;20140122180506
25004903965600001;250;04;211;AVIGNON-N;250;04;220;LANCON;28/01/2014 18:08:06;20140128180806;28/01/2014 17:43:48;20140128174348
25006980530210003;250;04;211;AVIGNON-N;250;04;220;LANCON;12/01/2014 13:03:41;20140112130341;12/01/2014 12:37:06;20140112123706
25006980530210003;250;04;211;AVIGNON-N;250;04;220;LANCON;13/01/2014 11:44:48;20140113114448;13/01/2014 11:18:52;20140113111852
25006982729610002;250;04;211;AVIGNON-N;250;04;220;LANCON;03/01/2014 15:49:19;20140103154919;03/01/2014 15:25:10;20140103152510
25004903965600001;250;04;211;AVIGNON-N;250;04;220;LANCON;05/02/2014 20:04:38;20140205200438;05/02/2014 19:29:24;20140205192924
25004903965600001;250;04;211;AVIGNON-N;250;04;220;LANCON;07/02/2014 19:34:08;20140207193408;07/02/2014 19:09:26;20140207190926
25004903965600001;250;04;211;AVIGNON-N;250;04;220;LANCON;13/02/2014 17:33:54;20140213173354;13/02/2014 17:08:56;20140213170856
25004903965600001;250;04;211;AVIGNON-N;250;04;220;LANCON;19/02/2014 19:51:38;20140219195138;19/02/2014 19:14:30;20140219191430
25004903965600001;250;04;211;AVIGNON-N;250;04;220;LANCON;21/02/2014 19:44:25;20140221194425;21/02/2014 19:21:06;20140221192106
25006980017610002;250;04;211;AVIGNON-N;250;04;220;LANCON;17/02/2014 14:44:01;20140217144401;17/02/2014 14:19:22;20140217141922
25006980324810003;250;04;211;AVIGNON-N;250;04;220;LANCON;11/02/2014 15:22:30;20140211152230;11/02/2014 14:56:22;20140211145622
